Position,Team,Starting Grid,Total Time/Gap/Retirement,Points,Fastest Lap,DateID,DriverID,CircuitLocationID_x
1,Mercedes,1.0,1:30:55.739,25.0,No,20200705,2,174
2,Ferrari,7.0,+2.700,18.0,No,20200705,8,174
3,McLaren Renault,3.0,+5.491,16.0,Yes,20200705,9,174
4,Mercedes,5.0,+5.689,12.0,No,20200705,1,174
5,McLaren Renault,8.0,+8.903,10.0,No,20200705,6,174
6,Racing Point BWT Mercedes,6.0,+15.092,8.0,No,20200705,4,174
7,AlphaTauri Honda,12.0,+16.682,6.0,No,20200705,10,174
8,Renault,14.0,+17.456,4.0,No,20200705,12,174
9,Alfa Romeo Racing Ferrari,18.0,+21.146,2.0,No,20200705,17,174
10,Ferrari,11.0,+24.545,1.0,No,20200705,13,174
11,Williams Mercedes,20.0,+31.650,0.0,No,20200705,21,174
NC,AlphaTauri Honda,13.0,DNF,0.0,No,20200705,14,174
NC,Red Bull Racing Honda,4.0,DNF,0.0,No,20200705,7,174
NC,Alfa Romeo Racing Ferrari,19.0,DNF,0.0,No,20200705,16,174
NC,Williams Mercedes,17.0,DNF,0.0,No,20200705,18,174
NC,Haas Ferrari,15.0,DNF,0.0,No,20200705,19,174
NC,Haas Ferrari,16.0,DNF,0.0,No,20200705,20,174
NC,Racing Point BWT Mercedes,9.0,DNF,0.0,No,20200705,11,174
NC,Renault,10.0,DNF,0.0,No,20200705,5,174
NC,Red Bull Racing Honda,2.0,DNF,0.0,No,20200705,3,174
1,Mercedes,1.0,1:22:50.683,25.0,No,20200712,1,174
2,Mercedes,4.0,+13.719,18.0,No,20200712,2,174
3,Red Bull Racing Honda,2.0,+33.698,15.0,No,20200712,3,174
4,Red Bull Racing Honda,6.0,+44.400,12.0,No,20200712,7,174
5,McLaren Renault,9.0,+61.470,10.0,No,20200712,9,174
6,Racing Point BWT Mercedes,17.0,+62.387,8.0,No,20200712,4,174
7,Racing Point BWT Mercedes,12.0,+62.453,6.0,No,20200712,11,174
8,Renault,8.0,+62.591,4.0,No,20200712,5,174
9,McLaren Renault,3.0,+1 lap,3.0,Yes,20200712,6,174
10,AlphaTauri Honda,13.0,+1 lap,1.0,No,20200712,14,174
11,Alfa Romeo Racing Ferrari,16.0,+1 lap,0.0,No,20200712,16,174
12,Haas Ferrari,15.0,+1 lap,0.0,No,20200712,20,174
13,Haas Ferrari,20.0,+1 lap,0.0,No,20200712,19,174
14,Alfa Romeo Racing Ferrari,19.0,+1 lap,0.0,No,20200712,17,174
15,AlphaTauri Honda,7.0,+1 lap,0.0,No,20200712,10,174
16,Williams Mercedes,11.0,+2 laps,0.0,No,20200712,18,174
17,Williams Mercedes,18.0,+2 laps,0.0,No,20200712,21,174
NC,Renault,5.0,DNF,0.0,No,20200712,12,174
NC,Ferrari,14.0,DNF,0.0,No,20200712,8,174
NC,Ferrari,10.0,DNF,0.0,No,20200712,13,174
1,Mercedes,1.0,1:36:12.473,26.0,Yes,20200719,1,131
2,Red Bull Racing Honda,7.0,+8.702,18.0,No,20200719,3,131
3,Mercedes,2.0,+9.452,15.0,No,20200719,2,131
4,Racing Point BWT Mercedes,3.0,+57.579,12.0,No,20200719,11,131
5,Red Bull Racing Honda,13.0,+78.316,10.0,No,20200719,7,131
6,Ferrari,5.0,+1 lap,8.0,No,20200719,13,131
7,Racing Point BWT Mercedes,4.0,+1 lap,6.0,No,20200719,4,131
8,Renault,11.0,+1 lap,4.0,No,20200719,5,131
9,McLaren Renault,9.0,+1 lap,2.0,No,20200719,6,131
10,Haas Ferrari,16.0,+1 lap,1.0,No,20200719,20,131
11,Ferrari,6.0,+1 lap,0.0,No,20200719,8,131
12,AlphaTauri Honda,17.0,+1 lap,0.0,No,20200719,14,131
13,McLaren Renault,8.0,+1 lap,0.0,No,20200719,9,131
14,Renault,14.0,+1 lap,0.0,No,20200719,12,131
15,Alfa Romeo Racing Ferrari,20.0,+1 lap,0.0,No,20200719,16,131
16,Haas Ferrari,18.0,+1 lap,0.0,No,20200719,19,131
17,Alfa Romeo Racing Ferrari,19.0,+1 lap,0.0,No,20200719,17,131
18,Williams Mercedes,12.0,+1 lap,0.0,No,20200719,18,131
19,Williams Mercedes,15.0,+5 laps,0.0,No,20200719,21,131
NC,AlphaTauri Honda,10.0,DNF,0.0,No,20200719,10,131
1,Mercedes,1.0,1:28:01.283,25.0,No,20200802,1,202
2,Red Bull Racing Honda,3.0,+5.856,19.0,Yes,20200802,3,202
3,Ferrari,4.0,+18.474,15.0,No,20200802,8,202
4,Renault,8.0,+19.650,12.0,No,20200802,5,202
5,McLaren Renault,5.0,+22.277,10.0,No,20200802,9,202
6,Renault,9.0,+26.937,8.0,No,20200802,12,202
7,AlphaTauri Honda,11.0,+31.188,6.0,No,20200802,10,202
8,Red Bull Racing Honda,12.0,+32.670,4.0,No,20200802,7,202
9,Racing Point BWT Mercedes,6.0,+37.311,2.0,No,20200802,11,202
10,Ferrari,10.0,+41.857,1.0,No,20200802,13,202
11,Mercedes,2.0,+42.167,0.0,No,20200802,2,202
12,Williams Mercedes,20.0,+52.004,0.0,No,20200802,18,202
13,McLaren Renault,7.0,+53.370,0.0,No,20200802,6,202
14,Alfa Romeo Racing Ferrari,15.0,+54.205,0.0,No,20200802,17,202
15,Williams Mercedes,18.0,+54.549,0.0,No,20200802,21,202
16,Haas Ferrari,17.0,+55.050,0.0,No,20200802,19,202
17,Alfa Romeo Racing Ferrari,16.0,+1 lap,0.0,No,20200802,16,202
NC,AlphaTauri Honda,19.0,DNF,0.0,No,20200802,14,202
NC,Haas Ferrari,14.0,DNF,0.0,No,20200802,20,202
NC,Racing Point BWT Mercedes,13.0,DNF,0.0,No,20200802,15,202
1,Red Bull Racing Honda,4.0,1:19:41.993,25.0,No,20200809,3,202
2,Mercedes,2.0,+11.326,19.0,Yes,20200809,1,202
3,Mercedes,1.0,+19.231,15.0,No,20200809,2,202
4,Ferrari,8.0,+29.289,12.0,No,20200809,8,202
5,Red Bull Racing Honda,9.0,+39.146,10.0,No,20200809,7,202
6,Racing Point BWT Mercedes,6.0,+42.538,8.0,No,20200809,11,202
7,Racing Point BWT Mercedes,3.0,+55.951,6.0,No,20200809,15,202
8,Renault,14.0,+64.773,4.0,No,20200809,12,202
9,McLaren Renault,10.0,+65.544,2.0,No,20200809,9,202
10,AlphaTauri Honda,16.0,+69.669,1.0,No,20200809,14,202
11,AlphaTauri Honda,7.0,+70.642,0.0,No,20200809,10,202
12,Ferrari,11.0,+73.370,0.0,No,20200809,13,202
13,McLaren Renault,12.0,+74.070,0.0,No,20200809,6,202
14,Renault,5.0,+1 lap,0.0,No,20200809,5,202
15,Alfa Romeo Racing Ferrari,20.0,+1 lap,0.0,No,20200809,16,202
16,Haas Ferrari,13.0,+1 lap,0.0,No,20200809,19,202
17,Alfa Romeo Racing Ferrari,19.0,+1 lap,0.0,No,20200809,17,202
18,Williams Mercedes,15.0,+1 lap,0.0,No,20200809,18,202
19,Williams Mercedes,18.0,+1 lap,0.0,No,20200809,21,202
NC,Haas Ferrari,17.0,DNF,0.0,No,20200809,20,202
1,Mercedes,1.0,1:31:45.279,25.0,No,20200816,1,54
2,Red Bull Racing Honda,3.0,+24.177,18.0,No,20200816,3,54
3,Mercedes,2.0,+44.752,16.0,Yes,20200816,2,54
4,Racing Point BWT Mercedes,5.0,+1 lap,12.0,No,20200816,11,54
5,Racing Point BWT Mercedes,4.0,+1 lap,10.0,No,20200816,4,54
6,McLaren Renault,7.0,+1 lap,8.0,No,20200816,6,54
7,Ferrari,11.0,+1 lap,6.0,No,20200816,13,54
8,Red Bull Racing Honda,6.0,+1 lap,4.0,No,20200816,7,54
9,AlphaTauri Honda,10.0,+1 lap,2.0,No,20200816,10,54
10,McLaren Renault,8.0,+1 lap,1.0,No,20200816,9,54
11,Renault,13.0,+1 lap,0.0,No,20200816,5,54
12,AlphaTauri Honda,12.0,+1 lap,0.0,No,20200816,14,54
13,Renault,15.0,+1 lap,0.0,No,20200816,12,54
14,Alfa Romeo Racing Ferrari,14.0,+1 lap,0.0,No,20200816,16,54
15,Haas Ferrari,16.0,+1 lap,0.0,No,20200816,20,54
16,Alfa Romeo Racing Ferrari,20.0,+1 lap,0.0,No,20200816,17,54
17,Williams Mercedes,18.0,+1 lap,0.0,No,20200816,18,54
18,Williams Mercedes,19.0,+2 laps,0.0,No,20200816,21,54
19,Haas Ferrari,17.0,+2 laps,0.0,No,20200816,19,54
NC,Ferrari,9.0,DNF,0.0,No,20200816,8,54
1,Mercedes,1.0,1:24:08.761,25.0,No,20200830,1,74
2,Mercedes,2.0,+8.448,18.0,No,20200830,2,74
3,Red Bull Racing Honda,3.0,+15.455,15.0,No,20200830,3,74
4,Renault,4.0,+18.877,13.0,Yes,20200830,5,74
5,Renault,6.0,+40.650,10.0,No,20200830,12,74
6,Red Bull Racing Honda,5.0,+42.712,8.0,No,20200830,7,74
7,McLaren Renault,10.0,+43.774,6.0,No,20200830,9,74
8,AlphaTauri Honda,12.0,+47.371,4.0,No,20200830,10,74
9,Racing Point BWT Mercedes,9.0,+52.603,2.0,No,20200830,11,74
10,Racing Point BWT Mercedes,8.0,+53.179,1.0,No,20200830,4,74
11,AlphaTauri Honda,11.0,+70.200,0.0,No,20200830,14,74
12,Alfa Romeo Racing Ferrari,16.0,+71.504,0.0,No,20200830,16,74
13,Ferrari,14.0,+72.894,0.0,No,20200830,13,74
14,Ferrari,13.0,+74.920,0.0,No,20200830,8,74
15,Haas Ferrari,17.0,+76.793,0.0,No,20200830,19,74
16,Williams Mercedes,19.0,+77.795,0.0,No,20200830,21,74
17,Haas Ferrari,20.0,+85.540,0.0,No,20200830,20,74
NC,Alfa Romeo Racing Ferrari,18.0,DNF,0.0,No,20200830,17,74
NC,Williams Mercedes,15.0,DNF,0.0,No,20200830,18,74
NC,McLaren Renault,7.0,DNF,0.0,No,20200830,6,74
1,AlphaTauri Honda,1.0,1:47:06.056,25.0,No,20200906,10,26
2,McLaren Renault,3.0,+0.415,18.0,No,20200906,6,26
3,Racing Point BWT Mercedes,8.0,+3.358,15.0,No,20200906,11,26
4,McLaren Renault,6.0,+6.000,12.0,No,20200906,9,26
5,Mercedes,2.0,+7.108,10.0,No,20200906,2,26
6,Renault,7.0,+8.391,8.0,No,20200906,5,26
7,Mercedes,1.0,+17.245,7.0,Yes,20200906,1,26
8,Renault,12.0,+18.691,4.0,No,20200906,12,26
9,AlphaTauri Honda,11.0,+22.208,2.0,No,20200906,14,26
10,Racing Point BWT Mercedes,4.0,+23.224,1.0,No,20200906,4,26
11,Williams Mercedes,20.0,+32.876,0.0,No,20200906,21,26
12,Haas Ferrari,16.0,+35.164,0.0,No,20200906,19,26
13,Alfa Romeo Racing Ferrari,14.0,+36.312,0.0,No,20200906,16,26
14,Williams Mercedes,19.0,+36.593,0.0,No,20200906,18,26
15,Red Bull Racing Honda,9.0,+37.533,0.0,No,20200906,7,26
16,Alfa Romeo Racing Ferrari,18.0,+55.199,0.0,No,20200906,17,26
NC,Red Bull Racing Honda,5.0,DNF,0.0,No,20200906,3,26
NC,Ferrari,13.0,DNF,0.0,No,20200906,8,26
NC,Haas Ferrari,15.0,DNF,0.0,No,20200906,20,26
NC,Ferrari,17.0,DNF,0.0,No,20200906,13,26
1,Mercedes,1.0,2:19:35.060,26.0,Yes,20200913,1,17
2,Mercedes,2.0,+4.880,18.0,No,20200913,2,17
3,Red Bull Racing Honda,4.0,+8.064,15.0,No,20200913,7,17
4,Renault,8.0,+10.417,12.0,No,20200913,5,17
5,Racing Point BWT Mercedes,7.0,+15.650,10.0,No,20200913,4,17
6,McLaren Renault,11.0,+18.883,8.0,No,20200913,9,17
7,AlphaTauri Honda,12.0,+21.756,6.0,No,20200913,14,17
8,Ferrari,5.0,+28.345,4.0,No,20200913,8,17
9,Alfa Romeo Racing Ferrari,13.0,+29.770,2.0,No,20200913,16,17
10,Ferrari,14.0,+29.983,1.0,No,20200913,13,17
11,Williams Mercedes,18.0,+32.404,0.0,No,20200913,18,17
12,Haas Ferrari,15.0,+42.036,0.0,No,20200913,19,17
NC,Racing Point BWT Mercedes,6.0,DNF,0.0,No,20200913,11,17
NC,Renault,10.0,DNF,0.0,No,20200913,12,17
NC,Williams Mercedes,19.0,DNF,0.0,No,20200913,21,17
NC,Haas Ferrari,20.0,DNF,0.0,No,20200913,20,17
NC,Alfa Romeo Racing Ferrari,17.0,DNF,0.0,No,20200913,17,17
NC,McLaren Renault,9.0,DNF,0.0,No,20200913,6,17
NC,Red Bull Racing Honda,3.0,DNF,0.0,No,20200913,3,17
NC,AlphaTauri Honda,16.0,DNF,0.0,No,20200913,10,17
1,Mercedes,3.0,1:34:00.364,26.0,Yes,20200927,2,203
2,Red Bull Racing Honda,2.0,+7.729,18.0,No,20200927,3,203
3,Mercedes,1.0,+22.729,15.0,No,20200927,1,203
4,Racing Point BWT Mercedes,4.0,+30.558,12.0,No,20200927,4,203
5,Renault,5.0,+52.065,10.0,No,20200927,5,203
6,Ferrari,10.0,+62.186,8.0,No,20200927,8,203
7,Renault,7.0,+68.006,6.0,No,20200927,12,203
8,AlphaTauri Honda,11.0,+68.740,4.0,No,20200927,14,203
9,AlphaTauri Honda,9.0,+89.766,2.0,No,20200927,10,203
10,Red Bull Racing Honda,15.0,+97.860,1.0,No,20200927,7,203
11,Alfa Romeo Racing Ferrari,17.0,+1 lap,0.0,No,20200927,17,203
12,Haas Ferrari,18.0,+1 lap,0.0,No,20200927,20,203
13,Ferrari,14.0,+1 lap,0.0,No,20200927,13,203
14,Alfa Romeo Racing Ferrari,19.0,+1 lap,0.0,No,20200927,16,203
15,McLaren Renault,8.0,+1 lap,0.0,No,20200927,9,203
16,Williams Mercedes,20.0,+1 lap,0.0,No,20200927,21,203
17,Haas Ferrari,16.0,+1 lap,0.0,No,20200927,19,203
18,Williams Mercedes,13.0,+1 lap,0.0,No,20200927,18,203
NC,McLaren Renault,6.0,DNF,0.0,No,20200927,6,203
NC,Racing Point BWT Mercedes,12.0,DNF,0.0,No,20200927,11,203
1,Mercedes,2.0,1:35:49.641,25.0,No,20201011,1,167
2,Red Bull Racing Honda,3.0,+4.470,19.0,Yes,20201011,3,167
3,Renault,6.0,+14.631,15.0,No,20201011,5,167
4,Racing Point BWT Mercedes,9.0,+16.070,12.0,No,20201011,4,167
5,McLaren Renault,10.0,+21.905,10.0,No,20201011,6,167
6,AlphaTauri Honda,12.0,+22.766,8.0,No,20201011,10,167
7,Ferrari,4.0,+30.841,6.0,No,20201011,8,167
8,Racing Point BWT Mercedes,20.0,+32.596,4.0,No,20201011,15,167
9,Haas Ferrari,16.0,+39.081,2.0,No,20201011,19,167
10,Alfa Romeo Racing Ferrari,14.0,+40.035,1.0,No,20201011,17,167
11,Ferrari,11.0,+40.810,0.0,No,20201011,13,167
12,Alfa Romeo Racing Ferrari,19.0,+41.476,0.0,No,20201011,16,167
13,Haas Ferrari,15.0,+49.585,0.0,No,20201011,20,167
14,Williams Mercedes,18.0,+54.449,0.0,No,20201011,21,167
15,AlphaTauri Honda,13.0,+55.588,0.0,No,20201011,14,167
NC,McLaren Renault,8.0,DNF,0.0,No,20201011,9,167
NC,Red Bull Racing Honda,5.0,DNF,0.0,No,20201011,7,167
NC,Renault,7.0,DNF,0.0,No,20201011,12,167
NC,Mercedes,1.0,DNF,0.0,No,20201011,2,167
NC,Williams Mercedes,17.0,DNF,0.0,No,20201011,18,167
1,Mercedes,1.0,1:29:56.828,26.0,Yes,20201025,1,9
2,Mercedes,2.0,+25.592,18.0,No,20201025,2,9
3,Red Bull Racing Honda,3.0,+34.508,15.0,No,20201025,3,9
4,Ferrari,4.0,+65.312,12.0,No,20201025,8,9
5,AlphaTauri Honda,9.0,+1 lap,10.0,No,20201025,10,9
6,McLaren Renault,7.0,+1 lap,8.0,No,20201025,6,9
7,Racing Point BWT Mercedes,5.0,+1 lap,6.0,No,20201025,4,9
8,Renault,11.0,+1 lap,4.0,No,20201025,12,9
9,Renault,10.0,+1 lap,2.0,No,20201025,5,9
10,Ferrari,15.0,+1 lap,1.0,No,20201025,13,9
11,Alfa Romeo Racing Ferrari,16.0,+1 lap,0.0,No,20201025,16,9
12,Red Bull Racing Honda,6.0,+1 lap,0.0,No,20201025,7,9
13,McLaren Renault,8.0,+1 lap,0.0,No,20201025,9,9
14,Williams Mercedes,14.0,+1 lap,0.0,No,20201025,18,9
15,Alfa Romeo Racing Ferrari,17.0,+1 lap,0.0,No,20201025,17,9
16,Haas Ferrari,19.0,+1 lap,0.0,No,20201025,20,9
17,Haas Ferrari,18.0,+1 lap,0.0,No,20201025,19,9
18,Williams Mercedes,20.0,+2 laps,0.0,No,20201025,21,9
19,AlphaTauri Honda,13.0,+2 laps,0.0,No,20201025,14,9
NC,Racing Point BWT Mercedes,12.0,DNF,0.0,No,20201025,11,9
1,Mercedes,2.0,1:28:32.430,26.0,Yes,20201101,1,19
2,Mercedes,1.0,+5.783,18.0,No,20201101,2,19
3,Renault,5.0,+14.320,15.0,No,20201101,5,19
4,AlphaTauri Honda,8.0,+15.141,12.0,No,20201101,14,19
5,Ferrari,7.0,+19.111,10.0,No,20201101,8,19
6,Racing Point BWT Mercedes,11.0,+19.652,8.0,No,20201101,4,19
7,McLaren Renault,10.0,+20.230,6.0,No,20201101,6,19
8,McLaren Renault,9.0,+21.131,4.0,No,20201101,9,19
9,Alfa Romeo Racing Ferrari,18.0,+22.224,2.0,No,20201101,16,19
10,Alfa Romeo Racing Ferrari,20.0,+26.398,1.0,No,20201101,17,19
11,Williams Mercedes,19.0,+27.135,0.0,No,20201101,21,19
12,Ferrari,14.0,+28.453,0.0,No,20201101,13,19
13,Racing Point BWT Mercedes,15.0,+29.163,0.0,No,20201101,11,19
14,Haas Ferrari,16.0,+32.935,0.0,No,20201101,19,19
15,Red Bull Racing Honda,6.0,+57.284,0.0,No,20201101,7,19
NC,Williams Mercedes,13.0,DNF,0.0,No,20201101,18,19
NC,Red Bull Racing Honda,3.0,DNF,0.0,No,20201101,3,19
NC,Haas Ferrari,17.0,DNF,0.0,No,20201101,20,19
NC,Renault,12.0,DNF,0.0,No,20201101,12,19
NC,AlphaTauri Honda,4.0,DNF,0.0,No,20201101,10,19
1,Mercedes,6.0,1:42:19.313,25.0,No,20201115,1,135
2,Racing Point BWT Mercedes,3.0,+31.633,18.0,No,20201115,4,135
3,Ferrari,11.0,+31.960,15.0,No,20201115,13,135
4,Ferrari,12.0,+33.858,12.0,No,20201115,8,135
5,McLaren Renault,15.0,+34.363,10.0,No,20201115,6,135
6,Red Bull Racing Honda,2.0,+44.873,8.0,No,20201115,3,135
7,Red Bull Racing Honda,4.0,+46.484,6.0,No,20201115,7,135
8,McLaren Renault,14.0,+61.259,5.0,Yes,20201115,9,135
9,Racing Point BWT Mercedes,1.0,+72.353,2.0,No,20201115,11,135
10,Renault,5.0,+95.460,1.0,No,20201115,5,135
11,Renault,7.0,+1 lap,0.0,No,20201115,12,135
12,AlphaTauri Honda,16.0,+1 lap,0.0,No,20201115,14,135
13,AlphaTauri Honda,19.0,+1 lap,0.0,No,20201115,10,135
14,Mercedes,9.0,+1 lap,0.0,No,20201115,2,135
15,Alfa Romeo Racing Ferrari,8.0,+1 lap,0.0,No,20201115,16,135
16,Williams Mercedes,20.0,+1 lap,0.0,No,20201115,18,135
NC,Haas Ferrari,13.0,DNF,0.0,No,20201115,20,135
NC,Haas Ferrari,17.0,DNF,0.0,No,20201115,19,135
NC,Williams Mercedes,18.0,DNF,0.0,No,20201115,21,135
NC,Alfa Romeo Racing Ferrari,10.0,DNF,0.0,No,20201115,17,135
1,Mercedes,1.0,2:59:47.515,25.0,No,20201129,1,34
2,Red Bull Racing Honda,3.0,+1.254,19.0,Yes,20201129,3,34
3,Red Bull Racing Honda,4.0,+8.005,15.0,No,20201129,7,34
4,McLaren Renault,9.0,+11.337,12.0,No,20201129,9,34
5,McLaren Renault,15.0,+11.787,10.0,No,20201129,6,34
6,AlphaTauri Honda,8.0,+11.942,8.0,No,20201129,10,34
7,Renault,6.0,+19.368,6.0,No,20201129,5,34
8,Mercedes,2.0,+19.680,4.0,No,20201129,2,34
9,Renault,7.0,+22.803,2.0,No,20201129,12,34
10,Ferrari,12.0,+1 lap,1.0,No,20201129,8,34
11,AlphaTauri Honda,10.0,+1 lap,0.0,No,20201129,14,34
12,Williams Mercedes,14.0,+1 lap,0.0,No,20201129,18,34
13,Ferrari,11.0,+1 lap,0.0,No,20201129,13,34
14,Williams Mercedes,20.0,+1 lap,0.0,No,20201129,21,34
15,Alfa Romeo Racing Ferrari,17.0,+1 lap,0.0,No,20201129,16,34
16,Alfa Romeo Racing Ferrari,16.0,+1 lap,0.0,No,20201129,17,34
17,Haas Ferrari,18.0,+1 lap,0.0,No,20201129,20,34
NC,Racing Point BWT Mercedes,5.0,DNF,0.0,No,20201129,4,34
NC,Racing Point BWT Mercedes,13.0,DNF,0.0,No,20201129,11,34
NC,Haas Ferrari,19.0,DNF,0.0,No,20201129,19,34
1,Racing Point BWT Mercedes,5.0,1:31:15.114,25.0,No,20201206,4,34
2,Renault,11.0,+10.518,18.0,No,20201206,12,34
3,Racing Point BWT Mercedes,10.0,+11.869,15.0,No,20201206,11,34
4,McLaren Renault,8.0,+12.580,12.0,No,20201206,6,34
5,Renault,7.0,+13.330,10.0,No,20201206,5,34
6,Red Bull Racing Honda,12.0,+13.842,8.0,No,20201206,7,34
7,AlphaTauri Honda,6.0,+14.534,6.0,No,20201206,14,34
8,Mercedes,1.0,+15.389,4.0,No,20201206,2,34
9,Mercedes,2.0,+18.556,3.0,Yes,20201206,18,34
10,McLaren Renault,15.0,+19.541,1.0,No,20201206,9,34
11,AlphaTauri Honda,9.0,+20.527,0.0,No,20201206,10,34
12,Ferrari,13.0,+22.611,0.0,No,20201206,13,34
13,Alfa Romeo Racing Ferrari,14.0,+24.111,0.0,No,20201206,17,34
14,Alfa Romeo Racing Ferrari,19.0,+26.153,0.0,No,20201206,16,34
15,Haas Ferrari,16.0,+32.370,0.0,No,20201206,20,34
16,Williams Mercedes,18.0,+33.674,0.0,No,20201206,22,34
17,Haas Ferrari,20.0,+36.858,0.0,No,20201206,23,34
NC,Williams Mercedes,17.0,DNF,0.0,No,20201206,21,34
NC,Red Bull Racing Honda,3.0,DNF,0.0,No,20201206,3,34
NC,Ferrari,4.0,DNF,0.0,No,20201206,8,34
1,Red Bull Racing Honda,1.0,1:36:28.645,25.0,No,20201213,3,210
2,Mercedes,2.0,+15.976,18.0,No,20201213,2,210
3,Mercedes,3.0,+18.415,15.0,No,20201213,1,210
4,Red Bull Racing Honda,5.0,+19.987,12.0,No,20201213,7,210
5,McLaren Renault,4.0,+60.729,10.0,No,20201213,9,210
6,McLaren Renault,6.0,+65.662,8.0,No,20201213,6,210
7,Renault,11.0,+73.748,7.0,Yes,20201213,5,210
8,AlphaTauri Honda,9.0,+89.718,4.0,No,20201213,10,210
9,Renault,10.0,+101.069,2.0,No,20201213,12,210
10,Racing Point BWT Mercedes,8.0,+102.738,1.0,No,20201213,11,210
11,AlphaTauri Honda,7.0,+1 lap,0.0,No,20201213,14,210
12,Alfa Romeo Racing Ferrari,15.0,+1 lap,0.0,No,20201213,16,210
13,Ferrari,12.0,+1 lap,0.0,No,20201213,8,210
14,Ferrari,13.0,+1 lap,0.0,No,20201213,13,210
15,Williams Mercedes,16.0,+1 lap,0.0,No,20201213,18,210
16,Alfa Romeo Racing Ferrari,14.0,+1 lap,0.0,No,20201213,17,210
17,Williams Mercedes,18.0,+1 lap,0.0,No,20201213,21,210
18,Haas Ferrari,20.0,+1 lap,0.0,No,20201213,20,210
19,Haas Ferrari,17.0,+2 laps,0.0,No,20201213,23,210
NC,Racing Point BWT Mercedes,19.0,DNF,0.0,No,20201213,4,210
1,Mercedes,2.0,1:32:03.897,25.0,No,20210328,1,34
2,Red Bull Racing Honda,1.0,+0.745,18.0,No,20210328,3,34
3,Mercedes,3.0,+37.383,16.0,Yes,20210328,2,34
4,McLaren Mercedes,7.0,+46.466,12.0,No,20210328,9,34
5,Red Bull Racing Honda,11.0,+52.047,10.0,No,20210328,4,34
6,Ferrari,4.0,+59.090,8.0,No,20210328,8,34
7,McLaren Mercedes,6.0,+66.004,6.0,No,20210328,5,34
8,Ferrari,8.0,+67.100,4.0,No,20210328,6,34
9,AlphaTauri Honda,13.0,+85.692,2.0,No,20210328,25,34
10,Aston Martin Mercedes,10.0,+86.713,1.0,No,20210328,11,34
11,Alfa Romeo Racing Ferrari,14.0,+88.864,0.0,No,20210328,16,34
12,Alfa Romeo Racing Ferrari,12.0,+1 lap,0.0,No,20210328,17,34
13,Alpine Renault,16.0,+1 lap,0.0,No,20210328,12,34
14,Williams Mercedes,15.0,+1 lap,0.0,No,20210328,18,34
15,Aston Martin Mercedes,20.0,+1 lap,0.0,No,20210328,13,34
16,Haas Ferrari,18.0,+1 lap,0.0,No,20210328,26,34
NC,AlphaTauri Honda,5.0,DNF,0.0,No,20210328,10,34
NC,Williams Mercedes,17.0,DNF,0.0,No,20210328,21,34
NC,Alpine Renault,9.0,DNF,0.0,No,20210328,24,34
NC,Haas Ferrari,19.0,DNF,0.0,No,20210328,27,34
1,Red Bull Racing Honda,2.0,2:02:34.598,25.0,No,20210418,3,19
2,Mercedes,1.0,+22.000,19.0,Yes,20210418,1,19
3,McLaren Mercedes,7.0,+23.702,15.0,No,20210418,9,19
4,Ferrari,4.0,+25.579,12.0,No,20210418,8,19
5,Ferrari,11.0,+27.036,10.0,No,20210418,6,19
6,McLaren Mercedes,6.0,+51.220,8.0,No,20210418,5,19
7,AlphaTauri Honda,5.0,+52.818,6.0,No,20210418,10,19
8,Aston Martin Mercedes,10.0,+56.909,4.0,No,20210418,11,19
9,Alpine Renault,9.0,+65.704,2.0,No,20210418,12,19
10,Alpine Renault,15.0,+66.561,1.0,No,20210418,24,19
11,Red Bull Racing Honda,2.0,+67.151,0.0,No,20210418,4,19
12,AlphaTauri Honda,20.0,+73.184,0.0,No,20210418,25,19
13,Alfa Romeo Racing Ferrari,16.0,+94.773,0.0,No,20210418,16,19
14,Alfa Romeo Racing Ferrari,17.0,+1 lap,0.0,No,20210418,17,19
NC,Aston Martin Mercedes,13.0,DNF,0.0,No,20210418,13,19
16,Haas Ferrari,18.0,+2 laps,0.0,No,20210418,26,19
17,Haas Ferrari,19.0,+2 laps,0.0,No,20210418,27,19
NC,Mercedes,8.0,DNF,0.0,No,20210418,2,19
NC,Williams Mercedes,12.0,DNF,0.0,No,20210418,18,19
NC,Williams Mercedes,14.0,DNF,0.0,No,20210418,21,19
1,Mercedes,2.0,1:34:31.421,25.0,No,20210502,1,9
2,Red Bull Racing Honda,3.0,+29.148,18.0,No,20210502,3,9
3,Mercedes,1.0,+33.530,16.0,Yes,20210502,2,9
4,Red Bull Racing Honda,4.0,+39.735,12.0,No,20210502,4,9
5,McLaren Mercedes,7.0,+51.369,10.0,No,20210502,9,9
6,Ferrari,8.0,+55.781,8.0,No,20210502,8,9
7,Alpine Renault,6.0,+63.749,6.0,No,20210502,12,9
8,Alpine Renault,13.0,+64.808,4.0,No,20210502,24,9
9,McLaren Mercedes,16.0,+75.369,2.0,No,20210502,5,9
10,AlphaTauri Honda,9.0,+76.463,1.0,No,20210502,10,9
11,Ferrari,5.0,+78.955,0.0,No,20210502,6,9
12,Alfa Romeo Racing Ferrari,12.0,+1 lap,0.0,No,20210502,17,9
13,Aston Martin Mercedes,10.0,+1 lap,0.0,No,20210502,13,9
14,Aston Martin Mercedes,17.0,+1 lap,0.0,No,20210502,11,9
15,AlphaTauri Honda,14.0,+1 lap,0.0,No,20210502,25,9
16,Williams Mercedes,11.0,+1 lap,0.0,No,20210502,18,9
