Position,Team,Starting Grid,Total Time/Gap/Retirement,Points,Fastest Lap,DateID,DriverID,CircuitLocationID_x
17,Haas Ferrari,19.0,+1 lap,0.0,No,20221030,20,14
18,Williams Mercedes,18.0,+2 laps,0.0,No,20221030,21,14
NC,Alpine Renault,9.0,DNF,0.0,No,20221030,24,14
NC,AlphaTauri RBPT,13.0,DNF,0.0,No,20221030,25,14
1,Mercedes,1.0,1:38:34.044,26.0,Yes,20221113,18,24
2,Mercedes,2.0,+1.529,18.0,No,20221113,1,24
3,Ferrari,7.0,+4.051,15.0,No,20221113,6,24
4,Ferrari,5.0,+8.441,12.0,No,20221113,8,24
5,Alpine Renault,17.0,+9.561,10.0,No,20221113,24,24
6,Red Bull Racing RBPT,3.0,+10.056,8.0,No,20221113,3,24
7,Red Bull Racing RBPT,4.0,+14.080,6.0,No,20221113,4,24
8,Alpine Renault,16.0,+18.690,4.0,No,20221113,12,24
9,Alfa Romeo Ferrari,14.0,+22.552,2.0,No,20221113,2,24
10,Aston Martin Aramco Mercedes,15.0,+23.552,1.0,No,20221113,11,24
11,Aston Martin Aramco Mercedes,9.0,+26.183,0.0,No,20221113,13,24
12,Alfa Romeo Ferrari,13.0,+29.325,0.0,No,20221113,30,24
13,Haas Ferrari,12.0,+29.899,0.0,No,20221113,26,24
14,AlphaTauri RBPT,10.0,+31.867,0.0,No,20221113,10,24
15,Williams Mercedes,19.0,+36.016,0.0,No,20221113,7,24
16,Williams Mercedes,18.0,+37.038,0.0,No,20221113,21,24
17,AlphaTauri RBPT,20.0,+1 lap,0.0,No,20221113,25,24
NC,McLaren Mercedes,6.0,DNF,0.0,No,20221113,9,24
NC,Haas Ferrari,8.0,DNF,0.0,No,20221113,20,24
NC,McLaren Mercedes,11.0,DNF,0.0,No,20221113,5,24
1,Red Bull Racing RBPT,1.0,1:27:45.914,25.0,No,20221120,3,210
2,Ferrari,3.0,+8.771,18.0,No,20221120,8,210
3,Red Bull Racing RBPT,2.0,+10.093,15.0,No,20221120,4,210
4,Ferrari,4.0,+24.892,12.0,No,20221120,6,210
5,Mercedes,6.0,+35.888,10.0,No,20221120,18,210
6,McLaren Mercedes,7.0,+56.234,9.0,Yes,20221120,9,210
7,Alpine Renault,8.0,+57.240,6.0,No,20221120,12,210
8,Aston Martin Aramco Mercedes,14.0,+76.931,4.0,No,20221120,11,210
9,McLaren Mercedes,13.0,+83.268,2.0,No,20221120,5,210
10,Aston Martin Aramco Mercedes,9.0,+83.898,1.0,No,20221120,13,210
11,AlphaTauri RBPT,11.0,+89.371,0.0,No,20221120,25,210
12,Alfa Romeo Ferrari,15.0,+1 lap,0.0,No,20221120,30,210
13,Williams Mercedes,19.0,+1 lap,0.0,No,20221120,7,210
14,AlphaTauri RBPT,17.0,+1 lap,0.0,No,20221120,10,210
15,Alfa Romeo Ferrari,18.0,+1 lap,0.0,No,20221120,2,210
16,Haas Ferrari,12.0,+1 lap,0.0,No,20221120,26,210
17,Haas Ferrari,16.0,+1 lap,0.0,No,20221120,20,210
NC,Mercedes,5.0,DNF,0.0,No,20221120,1,210
NC,Williams Mercedes,20.0,DNF,0.0,No,20221120,21,210
NC,Alpine Renault,10.0,DNF,0.0,No,20221120,24,210
1,Red Bull Racing Honda RBPT,1.0,1:33:56.736,25.0,No,20230305,3,34
2,Red Bull Racing Honda RBPT,2.0,+11.987,18.0,No,20230305,4,34
3,Aston Martin Aramco Mercedes,5.0,+38.637,15.0,No,20230305,24,34
4,Ferrari,4.0,+48.052,12.0,No,20230305,6,34
5,Mercedes,7.0,+50.977,10.0,No,20230305,1,34
6,Aston Martin Aramco Mercedes,8.0,+54.502,8.0,No,20230305,11,34
7,Mercedes,6.0,+55.873,6.0,No,20230305,18,34
8,Alfa Romeo Ferrari,12.0,+72.647,4.0,No,20230305,2,34
9,Alpine Renault,20.0,+73.753,2.0,No,20230305,10,34
10,Williams Mercedes,15.0,+89.774,1.0,No,20230305,7,34
11,AlphaTauri Honda RBPT,14.0,+90.870,0.0,No,20230305,25,34
12,Williams Mercedes,16.0,+1 lap,0.0,No,20230305,35,34
13,Haas Ferrari,17.0,+1 lap,0.0,No,20230305,20,34
14,AlphaTauri Honda RBPT,19.0,+1 lap,0.0,No,20230305,31,34
15,Haas Ferrari,10.0,+1 lap,0.0,No,20230305,15,34
16,Alfa Romeo Ferrari,13.0,+1 lap,0.0,Yes,20230305,30,34
17,McLaren Mercedes,11.0,+2 laps,0.0,No,20230305,9,34
NC,Alpine Renault,9.0,DNF,0.0,No,20230305,12,34
NC,Ferrari,3.0,DNF,0.0,No,20230305,8,34
NC,McLaren Mercedes,18.0,DNF,0.0,No,20230305,33,34
1,Red Bull Racing Honda RBPT,1.0,1:21:14.894,25.0,No,20230319,4,136
2,Red Bull Racing Honda RBPT,15.0,+5.335,19.0,Yes,20230319,3,136
3,Aston Martin Aramco Mercedes,2.0,+20.728,15.0,No,20230319,24,136
4,Mercedes,3.0,+25.866,12.0,No,20230319,18,136
5,Mercedes,7.0,+31.065,10.0,No,20230319,1,136
6,Ferrari,4.0,+35.876,8.0,No,20230319,6,136
7,Ferrari,12.0,+43.162,6.0,No,20230319,8,136
8,Alpine Renault,6.0,+52.832,4.0,No,20230319,12,136
9,Alpine Renault,9.0,+54.747,2.0,No,20230319,10,136
10,Haas Ferrari,13.0,+64.826,1.0,No,20230319,20,136
11,AlphaTauri Honda RBPT,16.0,+67.494,0.0,No,20230319,25,136
12,Haas Ferrari,10.0,+70.588,0.0,No,20230319,15,136
13,Alfa Romeo Ferrari,11.0,+76.060,0.0,No,20230319,30,136
14,AlphaTauri Honda RBPT,18.0,+77.478,0.0,No,20230319,31,136
15,McLaren Mercedes,8.0,+85.021,0.0,No,20230319,33,136
16,Williams Mercedes,20.0,+86.293,0.0,No,20230319,35,136
17,McLaren Mercedes,19.0,+86.445,0.0,No,20230319,9,136
18,Alfa Romeo Ferrari,14.0,+1 lap,0.0,No,20230319,2,136
NC,Williams Mercedes,17.0,DNF,0.0,No,20230319,7,136
NC,Aston Martin Aramco Mercedes,5.0,DNF,0.0,No,20230319,11,136
1,Red Bull Racing Honda RBPT,1.0,2:32:28.371,25.0,No,20230402,3,8
2,Mercedes,3.0,+0.179,18.0,No,20230402,1,8
3,Aston Martin Aramco Mercedes,4.0,+0.769,15.0,No,20230402,24,8
4,Aston Martin Aramco Mercedes,6.0,+3.082,12.0,No,20230402,11,8
5,Red Bull Racing Honda RBPT,20.0,+3.320,11.0,Yes,20230402,4,8
6,McLaren Mercedes,13.0,+3.701,8.0,No,20230402,9,8
7,Haas Ferrari,10.0,+4.939,6.0,No,20230402,15,8
8,McLaren Mercedes,16.0,+5.382,4.0,No,20230402,33,8
9,Alfa Romeo Ferrari,17.0,+5.713,2.0,No,20230402,30,8
10,AlphaTauri Honda RBPT,12.0,+6.052,1.0,No,20230402,25,8
11,Alfa Romeo Ferrari,19.0,+6.513,0.0,No,20230402,2,8
12,Ferrari,5.0,+6.594,0.0,No,20230402,6,8
NC,Alpine Renault,9.0,DNF,0.0,No,20230402,10,8
NC,Alpine Renault,11.0,DNF,0.0,No,20230402,12,8
NC,AlphaTauri Honda RBPT,15.0,DNF,0.0,No,20230402,31,8
NC,Williams Mercedes,18.0,DNF,0.0,No,20230402,35,8
NC,Haas Ferrari,14.0,DNF,0.0,No,20230402,20,8
NC,Mercedes,2.0,DNF,0.0,No,20230402,18,8
NC,Williams Mercedes,8.0,DNF,0.0,No,20230402,7,8
NC,Ferrari,7.0,DNF,0.0,No,20230402,8,8
1,Red Bull Racing Honda RBPT,3.0,1:32:42.436,25.0,No,20230430,4,36
2,Red Bull Racing Honda RBPT,2.0,+2.137,18.0,No,20230430,3,36
3,Ferrari,1.0,+21.217,15.0,No,20230430,8,36
4,Aston Martin Aramco Mercedes,6.0,+22.024,12.0,No,20230430,24,36
5,Ferrari,4.0,+45.491,10.0,No,20230430,6,36
6,Mercedes,5.0,+46.145,8.0,No,20230430,1,36
7,Aston Martin Aramco Mercedes,9.0,+51.617,6.0,No,20230430,11,36
8,Mercedes,11.0,+74.240,5.0,Yes,20230430,18,36
9,McLaren Mercedes,7.0,+80.376,2.0,No,20230430,9,36
10,AlphaTauri Honda RBPT,8.0,+83.862,1.0,No,20230430,25,36
11,McLaren Mercedes,10.0,+86.501,0.0,No,20230430,33,36
12,Williams Mercedes,12.0,+88.623,0.0,No,20230430,7,36
13,Haas Ferrari,16.0,+89.729,0.0,No,20230430,20,36
14,Alpine Renault,17.0,+91.332,0.0,No,20230430,10,36
15,Alpine Renault,19.0,+97.794,0.0,No,20230430,12,36
16,Williams Mercedes,14.0,+100.943,0.0,No,20230430,35,36
17,Haas Ferrari,20.0,+1 lap,0.0,No,20230430,15,36
18,Alfa Romeo Ferrari,13.0,+1 lap,0.0,No,20230430,2,36
NC,Alfa Romeo Ferrari,15.0,DNF,0.0,No,20230430,30,36
NC,AlphaTauri Honda RBPT,18.0,DNF,0.0,No,20230430,31,36
1,Red Bull Racing Honda RBPT,9.0,1:27:38.241,26.0,Yes,20230507,3,147
2,Red Bull Racing Honda RBPT,1.0,+5.384,18.0,No,20230507,4,147
3,Aston Martin Aramco Mercedes,2.0,+26.305,15.0,No,20230507,24,147
4,Mercedes,6.0,+33.229,12.0,No,20230507,18,147
5,Ferrari,3.0,+42.511,10.0,No,20230507,6,147
6,Mercedes,13.0,+51.249,8.0,No,20230507,1,147
7,Ferrari,7.0,+52.988,6.0,No,20230507,8,147
8,Alpine Renault,5.0,+55.670,4.0,No,20230507,10,147
9,Alpine Renault,8.0,+58.123,2.0,No,20230507,12,147
10,Haas Ferrari,4.0,+62.945,1.0,No,20230507,20,147
11,AlphaTauri Honda RBPT,17.0,+64.309,0.0,No,20230507,25,147
12,Aston Martin Aramco Mercedes,18.0,+64.754,0.0,No,20230507,11,147
13,Alfa Romeo Ferrari,10.0,+71.637,0.0,No,20230507,2,147
14,Williams Mercedes,11.0,+72.861,0.0,No,20230507,7,147
15,Haas Ferrari,12.0,+74.950,0.0,No,20230507,15,147
16,Alfa Romeo Ferrari,14.0,+78.440,0.0,No,20230507,30,147
17,McLaren Mercedes,16.0,+87.717,0.0,No,20230507,9,147
18,AlphaTauri Honda RBPT,15.0,+88.949,0.0,No,20230507,31,147
19,McLaren Mercedes,19.0,+1 lap,0.0,No,20230507,33,147
20,Williams Mercedes,20.0,+1 lap,0.0,No,20230507,35,147
1,Red Bull Racing Honda RBPT,1.0,1:48:51.980,25.0,No,20230528,3,57
2,Aston Martin Aramco Mercedes,2.0,+27.921,18.0,No,20230528,24,57
3,Alpine Renault,3.0,+36.990,15.0,No,20230528,12,57
4,Mercedes,5.0,+39.062,13.0,Yes,20230528,1,57
5,Mercedes,8.0,+56.284,10.0,No,20230528,18,57
6,Ferrari,6.0,+61.890,8.0,No,20230528,8,57
7,Alpine Renault,7.0,+62.362,6.0,No,20230528,10,57
8,Ferrari,4.0,+63.391,4.0,No,20230528,6,57
9,McLaren Mercedes,10.0,+1 lap,2.0,No,20230528,9,57
10,McLaren Mercedes,11.0,+1 lap,1.0,No,20230528,33,57
11,Alfa Romeo Ferrari,15.0,+1 lap,0.0,No,20230528,2,57
12,AlphaTauri Honda RBPT,12.0,+1 lap,0.0,No,20230528,31,57
13,Alfa Romeo Ferrari,19.0,+1 lap,0.0,No,20230528,30,57
14,Williams Mercedes,13.0,+1 lap,0.0,No,20230528,7,57
15,AlphaTauri Honda RBPT,9.0,+2 laps,0.0,No,20230528,25,57
16,Red Bull Racing Honda RBPT,20.0,+2 laps,0.0,No,20230528,4,57
17,Haas Ferrari,18.0,+2 laps,0.0,No,20230528,15,57
18,Williams Mercedes,16.0,+2 laps,0.0,No,20230528,35,57
NC,Haas Ferrari,17.0,DNF,0.0,No,20230528,20,57
NC,Aston Martin Aramco Mercedes,14.0,DNF,0.0,No,20230528,11,57
1,Red Bull Racing Honda RBPT,1.0,1:27:57.940,26.0,Yes,20230604,3,54
2,Mercedes,4.0,+24.090,18.0,No,20230604,1,54
3,Mercedes,12.0,+32.389,15.0,No,20230604,18,54
4,Red Bull Racing Honda RBPT,11.0,+35.812,12.0,No,20230604,4,54
5,Ferrari,2.0,+45.698,10.0,No,20230604,6,54
6,Aston Martin Aramco Mercedes,5.0,+63.320,8.0,No,20230604,11,54
7,Aston Martin Aramco Mercedes,8.0,+64.127,6.0,No,20230604,24,54
8,Alpine Renault,6.0,+69.242,4.0,No,20230604,12,54
9,Alfa Romeo Ferrari,13.0,+71.878,2.0,No,20230604,30,54
10,Alpine Renault,10.0,+73.530,1.0,No,20230604,10,54
11,Ferrari,19.0,+74.419,0.0,No,20230604,8,54
12,AlphaTauri Honda RBPT,15.0,+75.416,0.0,No,20230604,25,54
13,McLaren Mercedes,9.0,+1 lap,0.0,No,20230604,33,54
14,AlphaTauri Honda RBPT,14.0,+1 lap,0.0,No,20230604,31,54
15,Haas Ferrari,7.0,+1 lap,0.0,No,20230604,15,54
16,Williams Mercedes,18.0,+1 lap,0.0,No,20230604,7,54
17,McLaren Mercedes,3.0,+1 lap,0.0,No,20230604,9,54
18,Haas Ferrari,17.0,+1 lap,0.0,No,20230604,20,54
19,Alfa Romeo Ferrari,16.0,+1 lap,0.0,No,20230604,2,54
20,Williams Mercedes,20.0,+1 lap,0.0,No,20230604,35,54
1,Red Bull Racing Honda RBPT,1.0,1:33:58.348,25.0,No,20230618,3,83
2,Aston Martin Aramco Mercedes,2.0,+9.570,18.0,No,20230618,24,83
3,Mercedes,3.0,+14.168,15.0,No,20230618,1,83
4,Ferrari,10.0,+18.648,12.0,No,20230618,8,83
5,Ferrari,11.0,+21.540,10.0,No,20230618,6,83
6,Red Bull Racing Honda RBPT,12.0,+51.028,9.0,Yes,20230618,4,83
7,Williams Mercedes,9.0,+60.813,6.0,No,20230618,7,83
8,Alpine Renault,6.0,+61.692,4.0,No,20230618,12,83
9,Aston Martin Aramco Mercedes,16.0,+64.402,2.0,No,20230618,11,83
10,Alfa Romeo Ferrari,14.0,+64.432,1.0,No,20230618,2,83
11,McLaren Mercedes,8.0,+65.101,0.0,No,20230618,33,83
12,Alpine Renault,15.0,+65.249,0.0,No,20230618,10,83
13,McLaren Mercedes,7.0,+68.363,0.0,No,20230618,9,83
14,AlphaTauri Honda RBPT,19.0,+73.423,0.0,No,20230618,25,83
15,Haas Ferrari,5.0,+1 lap,0.0,No,20230618,15,83
16,Alfa Romeo Ferrari,20.0,+1 lap,0.0,No,20230618,30,83
17,Haas Ferrari,13.0,+1 lap,0.0,No,20230618,20,83
18,AlphaTauri Honda RBPT,17.0,+1 lap,0.0,No,20230618,31,83
NC,Mercedes,4.0,DNF,0.0,No,20230618,18,83
NC,Williams Mercedes,18.0,DNF,0.0,No,20230618,35,83
1,Red Bull Racing Honda RBPT,1.0,1:25:33.607,26.0,Yes,20230702,3,174
2,Ferrari,2.0,+5.155,18.0,No,20230702,8,174
3,Red Bull Racing Honda RBPT,15.0,+17.188,15.0,No,20230702,4,174
4,McLaren Mercedes,4.0,+26.327,12.0,No,20230702,9,174
5,Aston Martin Aramco Mercedes,7.0,+30.317,10.0,No,20230702,24,174
6,Ferrari,3.0,+31.377,8.0,No,20230702,6,174
7,Mercedes,11.0,+48.403,6.0,No,20230702,18,174
8,Mercedes,5.0,+49.196,4.0,No,20230702,1,174
9,Aston Martin Aramco Mercedes,6.0,+59.043,2.0,No,20230702,11,174
10,Alpine Renault,9.0,+67.667,1.0,No,20230702,10,174
11,Williams Mercedes,10.0,+79.767,0.0,No,20230702,7,174
12,Alfa Romeo Ferrari,17.0,+1 lap,0.0,No,20230702,30,174
13,Williams Mercedes,18.0,+1 lap,0.0,No,20230702,35,174
14,Alpine Renault,12.0,+1 lap,0.0,No,20230702,12,174
15,Alfa Romeo Ferrari,14.0,+1 lap,0.0,No,20230702,2,174
16,McLaren Mercedes,13.0,+1 lap,0.0,No,20230702,33,174
17,AlphaTauri Honda RBPT,20.0,+1 lap,0.0,No,20230702,31,174
18,Haas Ferrari,19.0,+1 lap,0.0,No,20230702,20,174
19,AlphaTauri Honda RBPT,16.0,+1 lap,0.0,No,20230702,25,174
NC,Haas Ferrari,8.0,DNF,0.0,No,20230702,15,174
1,Red Bull Racing Honda RBPT,1.0,1:25:16.938,26.0,Yes,20230709,3,202
2,McLaren Mercedes,2.0,+3.798,18.0,No,20230709,9,202
3,Mercedes,7.0,+6.783,15.0,No,20230709,1,202
4,McLaren Mercedes,3.0,+7.776,12.0,No,20230709,33,202
5,Mercedes,6.0,+11.206,10.0,No,20230709,18,202
6,Red Bull Racing Honda RBPT,15.0,+12.882,8.0,No,20230709,4,202
7,Aston Martin Aramco Mercedes,9.0,+17.193,6.0,No,20230709,24,202
8,Williams Mercedes,8.0,+17.878,4.0,No,20230709,7,202
9,Ferrari,4.0,+18.689,2.0,No,20230709,8,202
10,Ferrari,5.0,+19.448,1.0,No,20230709,6,202
11,Williams Mercedes,14.0,+23.632,0.0,No,20230709,35,202
12,Alfa Romeo Ferrari,20.0,+25.830,0.0,No,20230709,2,202
13,Haas Ferrari,11.0,+26.663,0.0,No,20230709,15,202
14,Aston Martin Aramco Mercedes,12.0,+27.483,0.0,No,20230709,11,202
15,Alfa Romeo Ferrari,17.0,+29.820,0.0,No,20230709,30,202
16,AlphaTauri Honda RBPT,16.0,+31.225,0.0,No,20230709,25,202
17,AlphaTauri Honda RBPT,18.0,+33.128,0.0,No,20230709,31,202
NC,Alpine Renault,10.0,DNF,0.0,No,20230709,10,202
NC,Haas Ferrari,19.0,DNF,0.0,No,20230709,20,202
NC,Alpine Renault,13.0,DNF,0.0,No,20230709,12,202
1,Red Bull Racing Honda RBPT,2.0,1:38:08.634,26.0,Yes,20230723,3,131
2,McLaren Mercedes,3.0,+33.731,18.0,No,20230723,9,131
3,Red Bull Racing Honda RBPT,9.0,+37.603,15.0,No,20230723,4,131
4,Mercedes,1.0,+39.134,12.0,No,20230723,1,131
5,McLaren Mercedes,4.0,+62.572,10.0,No,20230723,33,131
6,Mercedes,18.0,+65.825,8.0,No,20230723,18,131
7,Ferrari,6.0,+70.317,6.0,No,20230723,8,131
8,Ferrari,11.0,+71.073,4.0,No,20230723,6,131
9,Aston Martin Aramco Mercedes,8.0,+75.709,2.0,No,20230723,24,131
10,Aston Martin Aramco Mercedes,14.0,+1 lap,1.0,No,20230723,11,131
11,Williams Mercedes,16.0,+1 lap,0.0,No,20230723,7,131
12,Alfa Romeo Ferrari,7.0,+1 lap,0.0,No,20230723,2,131
13,AlphaTauri Honda RBPT,13.0,+1 lap,0.0,No,20230723,5,131
14,Haas Ferrari,10.0,+1 lap,0.0,No,20230723,15,131
15,AlphaTauri Honda RBPT,17.0,+1 lap,0.0,No,20230723,25,131
16,Alfa Romeo Ferrari,5.0,+1 lap,0.0,No,20230723,30,131
17,Haas Ferrari,19.0,+1 lap,0.0,No,20230723,20,131
NC,Williams Mercedes,20.0,DNF,0.0,No,20230723,35,131
NC,Alpine Renault,12.0,DNF,0.0,No,20230723,12,131
NC,Alpine Renault,15.0,DNF,0.0,No,20230723,10,131
1,Red Bull Racing Honda RBPT,6.0,1:22:30.450,25.0,No,20230730,3,74
2,Red Bull Racing Honda RBPT,2.0,+22.305,18.0,No,20230730,4,74
3,Ferrari,1.0,+32.259,15.0,No,20230730,8,74
4,Mercedes,3.0,+49.671,13.0,Yes,20230730,1,74
5,Aston Martin Aramco Mercedes,9.0,+56.184,10.0,No,20230730,24,74
6,Mercedes,8.0,+63.101,8.0,No,20230730,18,74
7,McLaren Mercedes,7.0,+73.719,6.0,No,20230730,9,74
8,Alpine Renault,14.0,+74.719,4.0,No,20230730,12,74
9,Aston Martin Aramco Mercedes,10.0,+79.340,2.0,No,20230730,11,74
10,AlphaTauri Honda RBPT,11.0,+80.221,1.0,No,20230730,25,74
11,Alpine Renault,12.0,+83.084,0.0,No,20230730,10,74
12,Alfa Romeo Ferrari,13.0,+85.191,0.0,No,20230730,2,74
13,Alfa Romeo Ferrari,17.0,+95.441,0.0,No,20230730,30,74
14,Williams Mercedes,15.0,+96.184,0.0,No,20230730,7,74
15,Haas Ferrari,16.0,+101.754,0.0,No,20230730,20,74
16,AlphaTauri Honda RBPT,19.0,+103.071,0.0,No,20230730,5,74
17,Williams Mercedes,18.0,+104.476,0.0,No,20230730,35,74
18,Haas Ferrari,20.0,+110.450,0.0,No,20230730,15,74
NC,Ferrari,4.0,DNF,0.0,No,20230730,6,74
NC,McLaren Mercedes,5.0,DNF,0.0,No,20230730,33,74
1,Red Bull Racing Honda RBPT,1.0,2:24:04.411,25.0,No,20230827,3,101
2,Aston Martin Aramco Mercedes,5.0,+3.744,19.0,Yes,20230827,24,101
3,Alpine Renault,12.0,+7.058,15.0,No,20230827,10,101
4,Red Bull Racing Honda RBPT,7.0,+10.068,12.0,No,20230827,4,101
5,Ferrari,6.0,+12.541,10.0,No,20230827,6,101
6,Mercedes,13.0,+13.209,8.0,No,20230827,1,101
7,McLaren Mercedes,2.0,+13.232,6.0,No,20230827,9,101
8,Williams Mercedes,4.0,+15.155,4.0,No,20230827,7,101
9,McLaren Mercedes,8.0,+16.580,2.0,No,20230827,33,101
10,Alpine Renault,16.0,+18.346,1.0,No,20230827,12,101
11,Aston Martin Aramco Mercedes,11.0,+20.087,0.0,No,20230827,11,101
12,Haas Ferrari,14.0,+20.840,0.0,No,20230827,15,101
13,AlphaTauri Honda RBPT,19.0,+26.147,0.0,No,20230827,34,101
14,Alfa Romeo Ferrari,18.0,+27.388,0.0,No,20230827,2,101
15,AlphaTauri Honda RBPT,17.0,+29.893,0.0,No,20230827,25,101
16,Haas Ferrari,20.0,+31.410,0.0,No,20230827,20,101
17,Mercedes,3.0,+55.754,0.0,No,20230827,18,101
NC,Alfa Romeo Ferrari,15.0,DNF,0.0,No,20230827,30,101
NC,Ferrari,9.0,DNF,0.0,No,20230827,8,101
NC,Williams Mercedes,10.0,DNF,0.0,No,20230827,35,101
1,Red Bull Racing Honda RBPT,2.0,1:13:41.143,25.0,No,20230903,3,26
2,Red Bull Racing Honda RBPT,5.0,+6.064,18.0,No,20230903,4,26
3,Ferrari,1.0,+11.193,15.0,No,20230903,6,26
4,Ferrari,3.0,+11.377,12.0,No,20230903,8,26
5,Mercedes,4.0,+23.028,10.0,No,20230903,18,26
6,Mercedes,8.0,+42.679,8.0,No,20230903,1,26
7,Williams Mercedes,6.0,+45.106,6.0,No,20230903,7,26
8,McLaren Mercedes,9.0,+45.449,4.0,No,20230903,9,26
9,Aston Martin Aramco Mercedes,10.0,+46.294,2.0,No,20230903,24,26
10,Alfa Romeo Ferrari,14.0,+64.056,1.0,No,20230903,2,26
11,AlphaTauri Honda RBPT,12.0,+70.638,0.0,No,20230903,34,26
12,McLaren Mercedes,7.0,+73.074,0.0,Yes,20230903,33,26
13,Williams Mercedes,15.0,+78.557,0.0,No,20230903,35,26
14,Alfa Romeo Ferrari,16.0,+80.164,0.0,No,20230903,30,26
15,Alpine Renault,17.0,+82.510,0.0,No,20230903,10,26
16,Aston Martin Aramco Mercedes,20.0,+87.266,0.0,No,20230903,11,26
17,Haas Ferrari,13.0,+1 lap,0.0,No,20230903,15,26
18,Haas Ferrari,19.0,+1 lap,0.0,No,20230903,20,26
NC,Alpine Renault,18.0,DNF,0.0,No,20230903,12,26
NC,AlphaTauri Honda RBPT,11.0,DNF,0.0,No,20230903,25,26
1,Ferrari,1.0,1:46:37.418,25.0,No,20230917,6,146
2,McLaren Mercedes,4.0,+0.812,18.0,No,20230917,9,146
3,Mercedes,5.0,+1.269,16.0,Yes,20230917,1,146
4,Ferrari,3.0,+21.177,12.0,No,20230917,8,146
5,Red Bull Racing Honda RBPT,11.0,+21.441,10.0,No,20230917,3,146
6,Alpine Renault,12.0,+38.441,8.0,No,20230917,10,146
7,McLaren Mercedes,17.0,+41.479,6.0,No,20230917,33,146
8,Red Bull Racing Honda RBPT,13.0,+54.534,4.0,No,20230917,4,146
9,AlphaTauri Honda RBPT,10.0,+65.918,2.0,No,20230917,34,146
10,Haas Ferrari,6.0,+72.116,1.0,No,20230917,20,146
11,Williams Mercedes,14.0,+73.417,0.0,No,20230917,7,146
12,Alfa Romeo Ferrari,19.0,+83.649,0.0,No,20230917,30,146
13,Haas Ferrari,9.0,+85.201,0.0,No,20230917,15,146
14,Williams Mercedes,18.0,+86.889,0.0,No,20230917,35,146
15,Aston Martin Aramco Mercedes,7.0,+87.603,0.0,No,20230917,24,146
NC,Mercedes,2.0,DNF,0.0,No,20230917,18,146
NC,Alfa Romeo Ferrari,16.0,DNF,0.0,No,20230917,2,146
NC,Alpine Renault,8.0,DNF,0.0,No,20230917,12,146
NC,AlphaTauri Honda RBPT,15.0,DNF,0.0,No,20230917,25,146
NC,Aston Martin Aramco Mercedes,20.0,DNF,0.0,No,20230917,11,146
